"","CNSL_probe_0","CNSL_probe_1","CNSL_probe_2","CNSL_probe_3","CNSL_probe_4","CNSL_probe_5","CNSL_probe_6","CNSL_probe_7","CNSL_probe_8","CNSL_probe_9","CNSL_probe_10","CNSL_probe_11","CNSL_probe_12","CNSL_probe_13","CNSL_probe_14","CNSL_probe_15","CNSL_probe_16","CNSL_probe_17","CNSL_probe_18","CNSL_probe_19","CNSL_probe_20","CNSL_probe_21","CNSL_probe_22","CNSL_probe_23","CNSL_probe_24","CNSL_probe_25","CNSL_probe_26","CNSL_probe_27","CNSL_probe_28","CNSL_probe_29","CNSL_probe_30","CNSL_probe_31","CNSL_probe_32","CNSL_probe_33","CNSL_probe_34","CNSL_probe_35","CNSL_probe_36","CNSL_probe_37","CNSL_probe_38","CNSL_probe_39","CNSL_probe_40","CNSL_probe_41","CNSL_probe_42","CNSL_probe_43","CNSL_probe_44","CNSL_probe_45","CNSL_probe_46"
"9122",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9123",1.5,1.5,2,1.75,1.5,1.5,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1.25,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.25,1,1.25,1.25,1.5,1.75
"9124",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9125",3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9126",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9127",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5
"9128",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9129",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9130",2,2,1.75,2,2.25,2.25,2.75,2.5,2.5,2.5,2.25,2.25,2,2,2,2,2,2,2,2,2.25,2.25,2.5,2.5,2.25,2.25,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2.25,2.5,2.75,3,2.75,2.75
"9131",2.25,2.25,2.25,2.25,2.5,2.5,2.25,2.25,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.5,2.25,2,2,2,2
"9132",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"9133",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9134",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9135",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2
"9136",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"9137",3,2.75,2.25,2.25,2,2.25,2.75,2.75,2.75,2.75,2.5,2.5,2.75,2.5,2.75,2.75,2.75,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.5,2.75,2.5,2.5,2.5,2.5,2.75,2.75,2.75
"9138",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9139",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9140",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2.25,2.5,2.75,2.75,2.75,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.5,2.5,2.25,2.25,2.25,2.5,2.5
"9141",1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9142",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9143",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9144",1.5,1.5,1.25,1.5,1.5,1.25,1.5,1.5,1.5,1.5,1.25,1.25,1.5,1.5,1.75,1.75,1.75,2,2,2,2,2,2,2,2,1.75,1.75,1.5,1.25,1.5,1.5,1.75,1.75,1.75,1.5,1.5,1.75,1.5,1.5,1.5,1.25,1.5,1.75,1.5,1.75,1.75,1.75
"9145",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9146",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.5
"9147",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9148",2,1.75,1.5,1.5,1.5,1.5,1.75,1.5,1.5,1.75,1.75,2,2,2,2,1.75,1.75,1.75,1.75,2,1.75,1.75,1.5,1.5,1.75,1.75,2,1.75,1.75,1.5,1.25,1.25,1.25,1.5,1.75,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,1.5,1.75,1.5,1.5
"9149",1,1.25,1.25,1.25,1.5,1.25,1.25,1.5,1.5,1.5,1.5,1.25,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.75,1.25,1.25,1.25,1.25,1.5,1.5,1.5,1.25,1,1,1,1,1,1,1,1.25,1.25,1.5,1.75,1.5,1.75,1.5,1.25
"9150",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9151",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9152",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9153",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9154",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9155",1.75,1.5,1.5,1.5,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9156",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9157",2.5,2.5,2.25,2,2,2.25,2.5,2.5,2.5,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2,1.75,1.75,1.75
"9158",2,2,2.25,2.25,2.5,2.5,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2,2.25,2,2
"9159",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9160",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9161",3,3,2.5,2.5,2.25,2,2.25,2.25,2.5,2.5,2.5,2.5,2.5,2.75,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.25,2.25,2.25,2.25,2.5,2.25,2.25
"9162",1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1.25,1.75,2,2,1.75,1.25,1,1,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.25,1,1,1,1,1,1,1
"9163",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9164",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9165",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9166",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9168",2.25,2.25,2,2.25,2.5,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.25,2.5,2.5,2.75,2.75,2.75,2.5,2.25,2.25,2.25,2.25,2.5,2.5,2.5,2.75,2.5,2.5,2.5,2.25,2.25,2.5,2.25,2.25,2.5,2.5,2.75,3,3,3,3,2.5,2.5,2.25,2
"9169",3,2.75,2.75,2.75,2.5,2.75,2.75,2.75,3,3,3,2.75,2.75,2.75,2.75,3,3,3,2.75,2.75,2.75,2.5,2.75,2.75,2.75,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,2.75,2.5,2.5,2.5,2.75,2.5,2.25,2.25,2.25
"9170",2.25,2.25,1.75,1.75,1.75,1.75,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,1.75,1.75,2,2,2.5,2.5,2.25,2.25,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2.25,2.25,2,2,1.75,1.75
"9171",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9172",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9173",1.25,1.25,1.25,1.25,1,1,1,1,1,1.25,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.25,1.25,1.5,1.5,1.5,1.25,1,1.25,1.25,1.25,1.5,1.5,1.5,1.5,1.25,1.25,1.5,1.5,1.5,1.25,1,1,1,1,1,1.25,1.25,1.25,1.5,1.5
"9174",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9175",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9176",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,2.5,2.5,2.5,2.5
"9177",2,2,1.75,1.75,2,2,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
"9178",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9179",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9180",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9181",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9182",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9183",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9184",1.75,1.75,2,2,1.75,2,1.5,1.25,1.5,1.5,1.75,2,1.75,1.5,1.25,1.25,1.25,1.5,1.5,1.5,2,2,2,2,1.5,1.25,1.5,1.25,1.25,1.5,1.5,1.75,2,1.75,1.5,1.25,1,1,1,1,1.25,1.25,1.5,1.5,1.25,1.25,1
"9185",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9186",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.5,2.5,2.75,2.75
"9187",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9188",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9189",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9190",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9191",3,2.75,2.25,2.25,2.25,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.5,2.25,2.25,2.25,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3
"9192",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9193",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9194",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9195",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5
"9196",1,1,1.25,1.25,1.25,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,1.25,1.25,1.25
"9197",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.5,2.5,2.75
"9198",2.75,2.5,2,1.75,1.75,2,2.25,2.25,2.25,2,2,2,2,2.25,2.5,2.5,2.5,2.25,2,2,1.75,1.75,1.75,1.75,2,2.25,2.25,2.25,2.25,2.25,2.5,2.5,2.75,2.75,2.75,3,2.75,2.5,2.5,2.25,2.5,2.5,2.25,2.25,2,2,2.25
"9199",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9200",2.75,2.75,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,2.5,2.25,2.25,2,2.5,2.75,2.5,2.75,2.75,2.5,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3
"9201",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75
"9202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9203",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9204",2.25,2.25,2,2,1.75,2,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2.25,2.5,2.75,2.75,2.5,2.25,2,2,2,2,2.25,2.25,2.5,2.5,2.5,2.5,2.25,2.25,2,2.25,2.25,2.5,2.5,2.25,2.5,2.5,2.5,2.5
"9205",2.5,2.5,2,2.25,2,2,2.25,2,2.25,2.25,2.25,2.25,2,2,2.25,2.5,2.5,2.75,2.5,2.5,2.75,2.5,2.5,2.25,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2.25,2.25,2.5,2.75,2.5
"9206",3,3,3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,3
"9207",2,2,2.25,2.25,2.5,2.5,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9208",2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9209",1,1,1,1,1,1,1,1.25,1.5,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.5,1.25,1,1,1,1,1,1
"9210",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9211",1.75,1.75,1.5,1.5,1.75,1.75,2,2,2,2,1.75,1.75,1.75,1.75,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9212",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
"9213",2,2,1.75,1.75,2,2.25,2.5,2.5,2.5,2.25,2.25,2.5,2.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.75,2.75,3,3,2.75,2.5,2.25,2,2,2,2,2,2.25,2.25,2.5,2.5,2.25,2.25,2.25,2.5,2.5,2.75,2.5,2.5,2.5,2.5,2.5
"9214",3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9215",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"9216",2,2,1.75,1.75,1.75,1.75,2,2.25,2.5,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.5,2.25,2,2,1.75,1.75,1.75,1.75
"9217",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9218",2,2.25,2.25,2.25,2.5,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2.25,2.25,2.25
"9219",2.75,3,2.5,2.5,2.5,2.5,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75
"9220",2.75,3,3,3,2.75,2.75,2.75,2.75,3,3,2.75,2.75,2.75,2.75,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
"9221",1.75,1.5,1.75,1.75,1.5,1.5,1.5,1.5,1.75,2,2,1.75,1.5,1.5,1.5,1.75,1.75,1.75,1.5,1.25,1.75,1.75,2,2.25,2,1.75,1.75,1.5,1.5,1.75,1.75,2,1.75,1.75,1.5,1.25,1.25,1,1.25,1.5,1.75,1.75,1.75,1.5,1.5,1.75,1.75
"9222",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
"9223",3,3,2.5,2.5,2.5,2.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.75,2.75
"9224",1.5,1.25,1.25,1.25,1,1,1.25,1.25,1.25,1.25,1.25,1.5,1.75,1.75,1.5,1.5,1.25,1.25,1.25,1,1,1,1,1.25,1.5,1.5,1.75,1.5,1.5,1.75,1.5,1.75,1.75,1.75,1.75,1.5,1.25,1.25,1.25,1.25,1.25,1,1.25,1.25,1.5,1.75,1.75
"9225",3,3,2.5,2.5,2.5,2.5,3,3,2.75,2.75,2.75,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.75,2.75,2.5,2.5,2.75
"9226",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9227",1.75,1.75,1.75,1.75,1.75,1.5,1.25,1.5,1.5,1.75,1.75,1.5,1.25,1.25,1.25,1.5,1.75,1.75,2,2,1.75,1.75,1.75,1.75,1.75,1.75,1.5,1.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.5,1.25,1,1,1.25,1.25,1.5,1.5,1.75,2,2,2.25
"9228",1,1,1.5,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9229",2,1.75,2,2,2,2.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"9230",2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.75,1.75,1.75,1.75,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.25,2.25,2.25,2.25
